,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
2570,Alex Johnson,Male,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Sometimes,No,No,No,No,Yes,Yes,No,2,Yes,No,Maybe addicted
2571,Emily Martinez,Male,47,Yes,Yes,No,Yes,Yes,Yes,Yes,Never,No,No,No,No,Yes,Yes,Yes,2,Yes,Yes, NOT Adicted
2572,Emily Martinez,Male,44,No,Yes,Yes,Yes,No,No,No,Rarely,No,Yes,Yes,No,No,Yes,Yes,3,No,No, NOT Adicted
2573,James Lee,Female,37,Yes,No,Yes,No,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,No,5,No,No,Maybe addicted
2574,Jane Smith,Male,38,Yes,Yes,Yes,Yes,No,Yes,No,Never,Yes,No,No,Yes,Yes,No,Yes,1,No,No,Maybe addicted
2575,James Lee,Female,28,Yes,No,Yes,Yes,Yes,No,No,Sometimes,No,No,No,No,No,Yes,Yes,2,Yes,No,Adicted
2576,John Doe,Female,28,Yes,Yes,No,Yes,No,Yes,No,Never,No,No,Yes,No,No,No,No,4,Yes,Yes,Adicted
2577,Alex Johnson,Male,62,No,No,No,No,Yes,Yes,No,Often,No,Yes,Yes,No,No,No,No,3,No,Yes,Adicted
2578,Maria Garcia,Male,18,No,Yes,No,Yes,No,No,No,Often,No,No,No,Yes,No,Yes,Yes,4,No,Yes, NOT Adicted
2579,Jane Smith,Female,52,Yes,No,Yes,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,3,No,Yes, NOT Adicted
2580,Maria Garcia,Female,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,No,Yes,Yes,4,Yes,Yes, NOT Adicted
2581,Alex Johnson,Female,64,Yes,No,No,No,No,Yes,No,Sometimes,No,Yes,No,No,Yes,Yes,No,0,No,No,Adicted
2582,James Lee,Male,50,No,Yes,Yes,Yes,No,No,No,Rarely,No,Yes,Yes,Yes,No,No,Yes,0,Yes,Yes,Adicted
2583,James Lee,Female,63,Yes,Yes,No,Yes,Yes,Yes,Yes,Never,Yes,No,No,Yes,No,Yes,No,4,No,Yes,Adicted
2584,James Lee,Male,20,No,No,No,Yes,Yes,No,Yes,Never,Yes,Yes,No,Yes,No,No,Yes,5,Yes,No, NOT Adicted
2585,John Doe,Male,47,Yes,No,Yes,No,Yes,Yes,No,Never,Yes,Yes,Yes,No,Yes,Yes,Yes,1,No,No,Adicted
2586,Maria Garcia,Male,25,Yes,No,No,Yes,No,Yes,Yes,Never,Yes,No,Yes,Yes,Yes,No,Yes,0,Yes,No,Adicted
2587,John Doe,Male,43,No,No,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,No,Yes,No,No,No,5,No,Yes,Maybe addicted
2588,Jane Smith,Male,27,No,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,No,Yes,No,0,Yes,Yes,Adicted
2589,Alex Johnson,Male,18,No,No,Yes,No,No,Yes,No,Rarely,Yes,Yes,Yes,No,Yes,No,Yes,1,Yes,Yes,Adicted
2590,Emily Martinez,Male,64,No,Yes,No,No,No,Yes,No,Rarely,Yes,Yes,Yes,No,No,No,No,4,Yes,Yes, NOT Adicted
2591,Jane Smith,Female,43,Yes,No,Yes,No,Yes,Yes,Yes,Often,No,Yes,Yes,No,Yes,Yes,No,0,No,Yes, NOT Adicted
2592,Maria Garcia,Female,45,No,Yes,Yes,No,Yes,Yes,No,Often,No,Yes,No,No,Yes,No,No,2,No,Yes,Adicted
2593,Maria Garcia,Male,64,No,Yes,Yes,Yes,No,No,Yes,Never,Yes,Yes,No,Yes,Yes,No,No,3,Yes,No, NOT Adicted
2594,Emily Martinez,Male,63,No,Yes,No,Yes,Yes,No,Yes,Often,No,Yes,No,No,Yes,No,Yes,1,Yes,No, NOT Adicted
2595,James Lee,Male,23,Yes,Yes,No,No,Yes,No,No,Rarely,No,No,No,Yes,No,No,No,3,No,No,Maybe addicted
2596,Emily Martinez,Male,45,Yes,No,Yes,No,Yes,No,Yes,Sometimes,No,No,Yes,No,No,No,No,0,No,No, NOT Adicted
2597,John Doe,Male,37,No,Yes,No,Yes,No,No,Yes,Never,Yes,Yes,No,No,No,No,No,2,Yes,Yes, NOT Adicted
2598,Alex Johnson,Female,24,No,No,No,Yes,Yes,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Maybe addicted
2599,Alex Johnson,Female,31,Yes,No,No,Yes,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,2,Yes,No, NOT Adicted
2600,Alex Johnson,Male,19,Yes,Yes,No,No,No,Yes,Yes,Rarely,No,No,Yes,No,No,Yes,Yes,5,No,No, NOT Adicted
2601,Alex Johnson,Male,57,No,No,No,No,No,No,No,Sometimes,No,No,Yes,No,No,No,No,5,No,No, NOT Adicted
2602,Emily Martinez,Female,34,No,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,No,No,No,No,Yes,2,No,Yes, NOT Adicted
2603,John Doe,Male,21,Yes,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,No,Yes,No,No,No,Yes,2,Yes,No,Adicted
2604,Alex Johnson,Male,23,No,No,No,Yes,Yes,No,No,Often,No,No,Yes,Yes,No,No,No,3,Yes,Yes,Maybe addicted
2605,Alex Johnson,Female,38,Yes,Yes,Yes,Yes,Yes,No,No,Never,Yes,Yes,Yes,No,No,No,No,4,Yes,Yes,Maybe addicted
2606,Maria Garcia,Female,29,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,3,Yes,No,Maybe addicted
2607,Maria Garcia,Male,42,Yes,No,Yes,No,No,Yes,No,Never,Yes,No,Yes,No,No,No,Yes,0,No,No,Adicted
2608,James Lee,Female,60,No,No,No,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,No,1,No,Yes,Adicted
2609,James Lee,Male,64,No,No,Yes,No,No,No,Yes,Often,No,No,Yes,Yes,No,No,No,4,No,Yes, NOT Adicted
2610,Alex Johnson,Male,32,Yes,Yes,No,No,No,No,Yes,Sometimes,No,No,Yes,Yes,No,Yes,No,0,No,Yes, NOT Adicted
2611,John Doe,Female,22,No,Yes,No,No,No,No,No,Never,Yes,Yes,Yes,No,No,No,No,2,No,Yes,Adicted
2612,John Doe,Female,33,Yes,No,No,No,No,No,Yes,Never,No,No,No,No,No,Yes,Yes,1,No,Yes,Maybe addicted
2613,Jane Smith,Male,55,No,No,No,Yes,Yes,No,No,Rarely,Yes,Yes,Yes,No,No,Yes,Yes,5,Yes,Yes,Maybe addicted
2614,Alex Johnson,Male,49,No,Yes,No,No,Yes,Yes,No,Never,No,Yes,No,Yes,No,Yes,No,1,Yes,No,Maybe addicted
2615,John Doe,Male,32,Yes,Yes,No,No,Yes,No,No,Rarely,No,Yes,Yes,Yes,No,Yes,No,4,Yes,Yes, NOT Adicted
2616,Maria Garcia,Male,31,No,No,Yes,Yes,Yes,Yes,No,Rarely,No,No,No,No,Yes,Yes,Yes,2,No,Yes,Adicted
2617,James Lee,Female,28,Yes,Yes,No,No,Yes,Yes,No,Sometimes,No,No,No,No,Yes,No,Yes,4,Yes,Yes,Adicted
2618,Emily Martinez,Female,65,Yes,Yes,Yes,Yes,No,Yes,Yes,Rarely,No,Yes,Yes,No,Yes,Yes,No,1,No,No, NOT Adicted
2619,John Doe,Male,64,No,Yes,Yes,Yes,No,Yes,No,Never,No,Yes,Yes,Yes,No,Yes,No,2,No,Yes,Adicted
2620,Jane Smith,Female,55,No,No,No,Yes,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,No,No,3,No,Yes,Maybe addicted
2621,John Doe,Male,42,No,No,Yes,Yes,No,Yes,No,Sometimes,No,No,Yes,Yes,No,No,Yes,2,Yes,Yes, NOT Adicted
2622,Maria Garcia,Male,34,Yes,No,No,No,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,No,2,No,No, NOT Adicted
2623,Jane Smith,Female,45,No,No,No,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,No,3,No,No,Adicted
2624,Alex Johnson,Male,32,Yes,Yes,Yes,Yes,No,No,No,Never,No,No,No,No,No,Yes,Yes,5,Yes,Yes,Maybe addicted
2625,John Doe,Female,50,Yes,Yes,No,Yes,Yes,No,Yes,Sometimes,No,Yes,No,No,Yes,Yes,No,3,Yes,No,Maybe addicted
2626,Jane Smith,Female,33,No,Yes,Yes,No,Yes,Yes,Yes,Rarely,No,Yes,Yes,No,No,No,Yes,1,Yes,Yes,Maybe addicted
2627,Alex Johnson,Male,46,Yes,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,4,No,No, NOT Adicted
2628,Emily Martinez,Male,28,No,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,Yes,No,No,No,Yes,5,No,Yes,Maybe addicted
2629,John Doe,Male,24,Yes,Yes,Yes,No,Yes,Yes,No,Rarely,Yes,No,Yes,No,Yes,No,No,1,No,No, NOT Adicted
2630,Jane Smith,Female,64,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Yes,Yes,Yes,Yes,No,Yes,Yes,5,No,No,Adicted
2631,James Lee,Male,37,Yes,Yes,Yes,No,Yes,No,Yes,Often,Yes,Yes,No,No,Yes,Yes,No,2,Yes,Yes,Maybe addicted
2632,Alex Johnson,Female,31,Yes,Yes,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,No,No,No,Yes,5,Yes,Yes,Maybe addicted
2633,Jane Smith,Female,50,No,No,No,Yes,No,No,Yes,Never,No,No,Yes,No,Yes,Yes,Yes,1,No,Yes, NOT Adicted
2634,Maria Garcia,Male,30,Yes,No,No,No,No,Yes,No,Sometimes,No,Yes,No,No,No,Yes,No,5,No,Yes,Adicted
2635,Alex Johnson,Female,53,No,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,No,Maybe addicted
2636,James Lee,Female,49,No,No,Yes,No,Yes,No,Yes,Often,Yes,Yes,No,No,Yes,Yes,No,2,No,No, NOT Adicted
2637,Maria Garcia,Female,38,No,No,No,No,No,No,No,Rarely,No,Yes,No,No,Yes,No,Yes,3,Yes,No, NOT Adicted
2638,Maria Garcia,Female,32,Yes,Yes,Yes,No,Yes,No,Yes,Rarely,Yes,No,Yes,No,Yes,Yes,No,0,Yes,Yes, NOT Adicted
2639,Alex Johnson,Female,46,Yes,Yes,No,Yes,No,No,No,Never,No,No,No,Yes,Yes,No,No,2,No,Yes,Maybe addicted
2640,Alex Johnson,Female,57,No,No,Yes,No,Yes,Yes,Yes,Sometimes,No,Yes,No,No,Yes,Yes,Yes,2,No,No,Maybe addicted
2641,John Doe,Female,21,Yes,No,No,Yes,Yes,Yes,Yes,Sometimes,Yes,No,No,No,Yes,No,No,1,Yes,No,Maybe addicted
2642,Emily Martinez,Male,35,No,No,No,No,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,No,Yes,No,4,No,No,Maybe addicted
2643,Maria Garcia,Male,53,No,Yes,No,Yes,No,No,Yes,Sometimes,Yes,No,No,Yes,No,No,Yes,3,No,Yes,Maybe addicted
2644,Jane Smith,Female,27,No,Yes,Yes,No,No,No,Yes,Rarely,No,No,No,No,Yes,Yes,Yes,2,Yes,No,Maybe addicted
2645,James Lee,Female,45,Yes,No,No,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,No,No,Yes,0,No,Yes,Adicted
2646,Maria Garcia,Female,37,No,No,No,No,Yes,No,Yes,Never,No,No,No,No,Yes,Yes,Yes,1,Yes,Yes,Adicted
2647,Maria Garcia,Male,40,No,No,No,No,No,Yes,No,Sometimes,No,Yes,No,No,Yes,Yes,No,3,No,Yes,Adicted
2648,Jane Smith,Female,65,Yes,Yes,No,No,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes, NOT Adicted
2649,James Lee,Male,63,Yes,No,Yes,No,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Yes,No, NOT Adicted
2650,Maria Garcia,Male,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Often,Yes,No,Yes,Yes,No,Yes,Yes,0,No,Yes,Adicted
2651,James Lee,Male,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,Yes,No,Yes,Yes,Yes,No,No,1,No,No,Adicted
2652,John Doe,Male,34,No,No,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,No,5,No,No, NOT Adicted
2653,James Lee,Male,28,No,No,No,No,No,Yes,No,Sometimes,No,Yes,No,No,Yes,No,Yes,4,Yes,No,Adicted
2654,Jane Smith,Female,26,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,5,No,Yes, NOT Adicted
2655,John Doe,Male,58,Yes,No,Yes,Yes,No,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,No,0,Yes,Yes, NOT Adicted
2656,James Lee,Male,22,Yes,No,No,Yes,Yes,No,No,Sometimes,No,No,No,No,No,No,Yes,3,Yes,Yes, NOT Adicted
2657,Maria Garcia,Female,31,No,Yes,Yes,No,No,No,Yes,Often,Yes,Yes,No,Yes,Yes,Yes,Yes,5,Yes,Yes,Adicted
2658,Jane Smith,Male,29,No,No,No,Yes,No,No,No,Never,Yes,Yes,Yes,Yes,No,No,No,4,No,No,Adicted
2659,Maria Garcia,Female,20,No,No,No,No,No,No,Yes,Often,Yes,Yes,No,No,No,Yes,No,0,Yes,Yes, NOT Adicted
2660,Maria Garcia,Male,59,No,Yes,No,No,No,Yes,No,Rarely,No,No,No,No,Yes,Yes,No,5,No,No, NOT Adicted
2661,Jane Smith,Male,48,Yes,Yes,Yes,Yes,No,Yes,No,Often,Yes,No,Yes,No,Yes,Yes,No,3,No,No,Maybe addicted
2662,Emily Martinez,Male,34,Yes,No,No,No,No,Yes,No,Never,No,No,No,No,No,Yes,No,2,No,No,Maybe addicted
2663,Jane Smith,Female,51,No,No,No,Yes,No,Yes,Yes,Often,Yes,Yes,No,No,Yes,Yes,Yes,5,Yes,Yes,Maybe addicted
2664,Alex Johnson,Female,40,No,Yes,No,Yes,No,Yes,Yes,Often,Yes,No,No,No,Yes,No,No,4,No,No,Maybe addicted
2665,Emily Martinez,Female,52,No,Yes,Yes,Yes,Yes,No,No,Sometimes,No,Yes,No,No,No,No,Yes,1,Yes,Yes, NOT Adicted
2666,James Lee,Female,22,No,No,Yes,No,No,Yes,Yes,Never,No,Yes,Yes,Yes,No,Yes,No,0,Yes,No,Maybe addicted
2667,John Doe,Female,33,No,No,Yes,No,Yes,No,No,Never,No,Yes,No,Yes,Yes,No,Yes,4,No,No,Adicted
2668,John Doe,Male,39,No,No,Yes,No,No,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,No,1,No,No,Maybe addicted
2669,John Doe,Male,43,No,No,No,Yes,Yes,Yes,No,Rarely,Yes,Yes,No,Yes,No,No,Yes,1,Yes,Yes,Maybe addicted
2670,Jane Smith,Female,28,No,No,Yes,Yes,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,No,4,Yes,No, NOT Adicted
2671,James Lee,Male,36,No,No,No,No,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,No,2,No,Yes,Maybe addicted
2672,Maria Garcia,Male,44,Yes,No,No,No,No,Yes,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,No,0,Yes,Yes, NOT Adicted
2673,John Doe,Female,22,Yes,Yes,No,Yes,Yes,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Yes,No,5,No,No,Maybe addicted
2674,John Doe,Female,55,Yes,No,No,No,Yes,No,No,Often,Yes,No,No,Yes,Yes,Yes,Yes,3,No,No,Maybe addicted
2675,Alex Johnson,Male,19,Yes,No,Yes,No,Yes,No,Yes,Rarely,No,No,Yes,No,Yes,Yes,No,4,Yes,Yes,Maybe addicted
2676,Maria Garcia,Male,19,No,No,No,Yes,No,No,No,Often,No,No,Yes,Yes,Yes,No,No,4,Yes,No,Maybe addicted
2677,Jane Smith,Female,38,Yes,Yes,No,Yes,No,No,Yes,Rarely,No,Yes,No,No,No,Yes,Yes,5,No,Yes,Maybe addicted
2678,Emily Martinez,Female,36,Yes,Yes,No,No,No,Yes,Yes,Never,Yes,No,No,Yes,Yes,Yes,No,0,No,No,Maybe addicted
2679,James Lee,Male,32,Yes,No,No,Yes,Yes,Yes,No,Often,Yes,Yes,No,No,No,Yes,Yes,2,No,No,Adicted
2680,Emily Martinez,Male,26,No,Yes,No,No,Yes,No,Yes,Often,Yes,No,No,No,No,No,No,2,Yes,Yes, NOT Adicted
2681,Jane Smith,Male,22,No,No,Yes,Yes,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,No,Yes,2,No,Yes,Maybe addicted
2682,Emily Martinez,Male,52,No,Yes,No,Yes,No,Yes,Yes,Rarely,Yes,No,No,No,No,No,Yes,5,Yes,Yes,Maybe addicted
2683,James Lee,Female,59,Yes,Yes,Yes,Yes,Yes,No,No,Never,Yes,No,No,No,Yes,Yes,Yes,2,No,Yes, NOT Adicted
2684,Jane Smith,Female,31,No,Yes,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,1,No,Yes, NOT Adicted
2685,Maria Garcia,Male,42,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,Yes,No,No,No,Yes,5,No,Yes, NOT Adicted
2686,John Doe,Female,52,No,No,No,Yes,Yes,Yes,No,Often,No,No,Yes,Yes,No,No,Yes,5,Yes,No, NOT Adicted
2687,Alex Johnson,Female,50,Yes,No,Yes,Yes,No,No,No,Never,No,Yes,No,Yes,Yes,Yes,No,1,No,Yes, NOT Adicted
2688,Maria Garcia,Female,62,Yes,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,No,Yes,No,No,5,Yes,No, NOT Adicted
2689,Jane Smith,Female,53,Yes,Yes,No,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,Yes,No,Maybe addicted
2690,James Lee,Female,61,No,Yes,No,Yes,Yes,No,Yes,Often,No,Yes,No,No,No,No,Yes,4,Yes,No,Adicted
2691,Jane Smith,Female,35,Yes,Yes,Yes,Yes,No,No,No,Never,Yes,No,Yes,Yes,Yes,Yes,No,0,Yes,No,Adicted
2692,James Lee,Male,26,No,No,No,Yes,Yes,Yes,No,Sometimes,No,No,No,No,Yes,Yes,No,2,Yes,Yes,Adicted
2693,James Lee,Female,28,No,No,No,No,No,No,No,Never,Yes,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Adicted
2694,Alex Johnson,Female,59,No,No,No,Yes,Yes,No,No,Rarely,No,Yes,Yes,No,No,No,Yes,3,No,No,Maybe addicted
2695,Maria Garcia,Male,58,No,No,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,No,2,Yes,No, NOT Adicted
2696,James Lee,Female,20,No,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,No,No,No,No,No,4,No,No,Adicted
2697,Maria Garcia,Male,31,No,No,No,Yes,Yes,No,Yes,Never,Yes,No,Yes,Yes,No,No,Yes,4,Yes,Yes, NOT Adicted
2698,Jane Smith,Male,59,No,No,No,No,No,No,Yes,Sometimes,Yes,No,Yes,No,Yes,Yes,Yes,5,Yes,No,Adicted
2699,John Doe,Male,39,Yes,Yes,No,Yes,No,No,No,Never,Yes,No,Yes,Yes,No,No,No,2,No,No, NOT Adicted
2700,James Lee,Female,52,No,Yes,Yes,No,Yes,Yes,No,Never,No,No,No,No,No,No,No,3,Yes,Yes,Maybe addicted
2701,Emily Martinez,Male,56,Yes,No,No,No,Yes,No,Yes,Rarely,Yes,Yes,Yes,No,Yes,No,Yes,2,Yes,Yes, NOT Adicted
2702,Emily Martinez,Male,54,Yes,No,No,Yes,No,Yes,No,Sometimes,No,Yes,Yes,Yes,No,Yes,No,1,No,No,Maybe addicted
2703,Maria Garcia,Female,42,Yes,Yes,Yes,No,Yes,Yes,Yes,Never,No,No,Yes,No,No,Yes,Yes,5,No,Yes, NOT Adicted
2704,Alex Johnson,Male,31,No,Yes,No,No,Yes,No,No,Often,Yes,Yes,No,Yes,No,No,No,4,Yes,No,Maybe addicted
2705,Emily Martinez,Male,35,No,Yes,Yes,Yes,Yes,Yes,No,Often,Yes,Yes,No,Yes,Yes,Yes,No,2,No,Yes, NOT Adicted
2706,Alex Johnson,Male,49,Yes,Yes,No,Yes,Yes,Yes,No,Rarely,No,No,No,No,Yes,Yes,No,1,No,Yes,Adicted
2707,James Lee,Male,33,Yes,No,No,Yes,No,No,No,Never,No,No,Yes,Yes,No,No,No,4,No,No, NOT Adicted
2708,Maria Garcia,Female,57,No,No,No,Yes,No,No,No,Rarely,Yes,Yes,Yes,Yes,Yes,No,No,2,No,Yes,Maybe addicted
2709,Emily Martinez,Male,33,Yes,No,Yes,No,No,Yes,Yes,Often,No,No,Yes,No,No,No,No,3,Yes,Yes,Maybe addicted
2710,John Doe,Male,38,No,No,Yes,Yes,No,Yes,Yes,Never,Yes,No,Yes,No,No,No,Yes,4,Yes,Yes,Maybe addicted
2711,Maria Garcia,Female,30,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,No,Yes,Yes,Yes,5,No,No,Maybe addicted
2712,Jane Smith,Female,61,Yes,No,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,Yes,Yes,Yes,No,Yes,5,No,No, NOT Adicted
2713,Maria Garcia,Female,41,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,Yes,Yes,No,1,No,Yes,Adicted
2714,James Lee,Female,61,No,Yes,No,Yes,Yes,Yes,Yes,Never,No,No,No,No,No,Yes,No,4,No,No,Maybe addicted
2715,Jane Smith,Female,47,Yes,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,No,No,0,No,No,Adicted
2716,John Doe,Male,60,Yes,No,Yes,No,Yes,No,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,0,No,Yes,Adicted
2717,John Doe,Female,41,No,No,No,Yes,No,Yes,Yes,Never,No,No,No,Yes,Yes,No,No,0,No,Yes, NOT Adicted
2718,Alex Johnson,Female,46,Yes,Yes,Yes,No,No,No,No,Often,No,Yes,Yes,No,Yes,No,Yes,0,Yes,No, NOT Adicted
2719,Alex Johnson,Male,34,No,Yes,Yes,Yes,No,No,No,Rarely,No,Yes,Yes,No,No,Yes,No,2,Yes,Yes, NOT Adicted
2720,Jane Smith,Female,37,No,No,Yes,Yes,No,No,Yes,Never,Yes,No,Yes,Yes,No,Yes,Yes,0,No,No, NOT Adicted
2721,Maria Garcia,Male,25,Yes,No,No,Yes,No,Yes,Yes,Never,Yes,No,No,Yes,No,No,No,2,No,No,Adicted
2722,Emily Martinez,Female,60,No,No,Yes,Yes,Yes,No,Yes,Often,Yes,Yes,Yes,No,Yes,No,Yes,0,Yes,No,Adicted
2723,Maria Garcia,Male,42,Yes,Yes,No,No,No,No,No,Often,No,No,No,Yes,Yes,No,Yes,2,Yes,No,Maybe addicted
2724,Alex Johnson,Female,41,No,Yes,No,Yes,Yes,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,No,1,No,No, NOT Adicted
2725,John Doe,Female,31,No,Yes,Yes,Yes,No,No,No,Rarely,No,Yes,Yes,No,Yes,No,No,4,No,No,Maybe addicted
2726,Jane Smith,Male,29,No,No,Yes,Yes,Yes,Yes,No,Never,No,Yes,Yes,No,No,No,No,2,Yes,Yes,Adicted
2727,James Lee,Male,33,Yes,No,No,No,No,Yes,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,5,Yes,Yes,Maybe addicted
2728,Maria Garcia,Male,19,Yes,Yes,Yes,Yes,No,No,No,Rarely,No,Yes,Yes,Yes,No,Yes,No,1,Yes,No, NOT Adicted
2729,Emily Martinez,Female,57,Yes,Yes,Yes,No,Yes,No,No,Sometimes,No,No,No,No,No,Yes,Yes,3,No,No,Maybe addicted
2730,James Lee,Male,26,No,Yes,No,Yes,No,No,Yes,Often,No,Yes,No,No,Yes,No,Yes,2,No,No, NOT Adicted
2731,Maria Garcia,Male,40,Yes,No,Yes,No,No,Yes,Yes,Often,No,No,Yes,No,No,No,No,4,Yes,Yes,Maybe addicted
2732,James Lee,Male,58,Yes,Yes,Yes,No,No,Yes,No,Never,No,No,No,Yes,No,Yes,No,1,No,Yes,Maybe addicted
2733,Alex Johnson,Male,57,No,Yes,Yes,No,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,No,No,0,No,Yes,Maybe addicted
2734,Jane Smith,Male,22,No,No,No,Yes,No,No,No,Often,No,Yes,No,Yes,Yes,Yes,Yes,4,Yes,No, NOT Adicted
2735,John Doe,Male,30,Yes,No,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,Yes,No,Yes,Yes,5,Yes,No,Maybe addicted
2736,James Lee,Female,27,No,Yes,No,No,Yes,No,No,Often,Yes,No,Yes,Yes,Yes,Yes,Yes,2,No,No, NOT Adicted
2737,Jane Smith,Female,58,No,No,Yes,No,Yes,No,No,Sometimes,No,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Maybe addicted
2738,Alex Johnson,Male,45,No,No,No,Yes,Yes,Yes,Yes,Rarely,No,No,No,Yes,No,No,No,1,Yes,No,Adicted
2739,Maria Garcia,Male,43,Yes,Yes,No,Yes,No,Yes,No,Rarely,Yes,Yes,Yes,No,No,Yes,Yes,3,No,No,Adicted
2740,John Doe,Female,39,Yes,No,No,No,Yes,No,No,Never,No,Yes,Yes,No,No,No,Yes,1,No,No,Maybe addicted
2741,Emily Martinez,Female,35,Yes,No,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,Yes,No,Yes,Yes,Yes,4,Yes,Yes, NOT Adicted
2742,Maria Garcia,Female,60,No,No,Yes,No,No,No,No,Often,No,No,No,Yes,No,No,No,1,No,No, NOT Adicted
2743,Alex Johnson,Male,45,Yes,Yes,Yes,No,No,Yes,No,Never,Yes,No,No,Yes,Yes,Yes,Yes,1,No,No, NOT Adicted
2744,Alex Johnson,Male,34,Yes,No,Yes,No,No,Yes,No,Never,No,Yes,Yes,No,Yes,Yes,Yes,2,No,No,Maybe addicted
2745,James Lee,Female,45,Yes,Yes,Yes,Yes,No,No,No,Often,Yes,Yes,Yes,Yes,Yes,No,No,0,Yes,No,Adicted
2746,John Doe,Female,35,No,Yes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,No,5,No,No,Maybe addicted
2747,Maria Garcia,Female,47,Yes,No,Yes,No,No,Yes,No,Never,Yes,Yes,Yes,No,No,No,Yes,5,No,Yes,Maybe addicted
2748,Alex Johnson,Male,35,No,No,No,Yes,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,No,No,0,Yes,Yes, NOT Adicted
2749,Jane Smith,Female,38,No,Yes,Yes,Yes,No,No,Yes,Rarely,No,Yes,No,No,Yes,Yes,No,3,No,No,Maybe addicted
